flow branch 0 node 0,flow branch 0 node 1,flow branch 1 node 0,flow branch 1 node 1,flow branch 2 node 0,flow branch 2 node 1,flow branch 3 node 0,flow branch 3 node 1,flow branch 4 node 0,flow branch 4 node 1,flow branch 5 node 0,flow branch 5 node 1,flow branch 6 node 0,flow branch 6 node 1,
36.82,36.82,4.17,4.17,20.38,20.38,8.29,8.29,4.12,4.12,4.17,4.17,3.97,3.97
11.22,36.13,4.07,4.17,19.99,20.38,8.18,8.29,4.12,4.12,4.17,4.17,3.88,3.97
15.14,34.32,3.84,4.17,18.87,20.38,7.95,8.26,4.11,4.12,4.15,4.17,3.66,3.97
16.28,31.44,3.51,4.16,16.95,20.38,7.65,8.19,4.09,4.12,4.10,4.17,3.33,3.97
17.59,27.77,3.14,4.14,14.38,20.38,7.30,8.05,4.05,4.12,4.01,4.16,2.95,3.96
19.12,23.74,2.80,4.11,11.45,20.37,6.91,7.83,3.98,4.11,3.86,4.16,2.58,3.94
20.63,19.80,2.52,4.07,8.53,20.35,6.48,7.52,3.87,4.09,3.65,4.14,2.27,3.91
22.12,16.38,2.31,4.00,6.01,20.32,6.02,7.12,3.74,4.06,3.38,4.11,2.04,3.87
23.79,13.88,2.18,3.91,4.25,20.27,5.54,6.64,3.58,4.02,3.07,4.06,1.91,3.81
25.29,12.58,2.13,3.80,3.51,20.20,5.07,6.12,3.39,3.94,2.73,3.98,1.87,3.74
27.08,12.66,2.17,3.68,3.89,20.11,4.67,5.58,3.19,3.84,2.39,3.88,1.93,3.66
28.82,14.17,2.30,3.53,5.40,20.00,4.36,5.07,2.98,3.71,2.09,3.74,2.11,3.56
30.53,17.03,2.54,3.37,7.89,19.87,4.20,4.63,2.79,3.53,1.84,3.56,2.40,3.46
32.43,21.05,2.86,3.21,11.19,19.73,4.20,4.30,2.61,3.32,1.69,3.34,2.80,3.35
34.13,25.92,3.24,3.04,15.03,19.57,4.39,4.12,2.47,3.08,1.65,3.09,3.27,3.23
36.13,31.28,3.64,2.88,19.13,19.41,4.74,4.11,2.37,2.82,1.74,2.81,3.77,3.12
38.06,36.73,4.02,2.74,23.24,19.24,5.22,4.29,2.32,2.54,1.97,2.51,4.25,3.02
39.95,41.89,4.33,2.62,27.08,19.07,5.81,4.64,2.33,2.26,2.31,2.22,4.66,2.92
42.03,46.44,4.55,2.52,30.46,18.91,6.45,5.12,2.39,1.99,2.74,1.94,4.98,2.84
43.87,50.12,4.67,2.45,33.19,18.75,7.09,5.70,2.49,1.77,3.22,1.69,5.17,2.78
46.03,52.76,4.67,2.41,35.19,18.61,7.68,6.31,2.61,1.59,3.70,1.49,5.23,2.74
48.09,54.33,4.58,2.40,36.41,18.49,8.17,6.88,2.74,1.48,4.13,1.36,5.17,2.73
50.11,54.87,4.43,2.43,36.90,18.39,8.52,7.34,2.87,1.44,4.47,1.31,5.02,2.73
52.31,54.53,4.26,2.48,36.74,18.32,8.71,7.66,2.98,1.49,4.68,1.35,4.82,2.75
54.25,53.53,4.10,2.55,36.09,18.27,8.74,7.80,3.07,1.63,4.73,1.47,4.61,2.79
56.50,52.13,3.98,2.65,35.12,18.24,8.60,7.75,3.13,1.85,4.63,1.68,4.42,2.84
58.46,50.62,3.94,2.76,34.04,18.24,8.34,7.54,3.16,2.13,4.38,1.96,4.30,2.90
60.73,49.29,3.98,2.89,33.05,18.26,7.99,7.21,3.18,2.46,4.03,2.30,4.26,2.98
62.92,48.38,4.11,3.03,32.33,18.30,7.63,6.83,3.20,2.83,3.63,2.67,4.31,3.07
64.96,48.12,4.33,3.19,32.01,18.37,7.34,6.47,3.23,3.20,3.24,3.06,4.45,3.16
67.21,48.63,4.62,3.36,32.17,18.44,7.18,6.21,3.29,3.57,2.92,3.44,4.67,3.27
69.18,50.01,4.98,3.54,32.83,18.54,7.24,6.15,3.40,3.91,2.75,3.80,4.97,3.39
71.44,52.24,5.39,3.74,33.96,18.66,7.56,6.33,3.57,4.22,2.76,4.12,5.32,3.52
73.61,55.27,5.85,3.96,35.50,18.79,8.19,6.82,3.82,4.48,3.00,4.40,5.73,3.66
75.62,58.96,6.33,4.21,37.33,18.94,9.13,7.63,4.15,4.70,3.48,4.64,6.16,3.82
77.82,63.14,6.83,4.47,39.34,19.10,10.37,8.76,4.57,4.88,4.18,4.84,6.60,3.99
79.74,67.60,7.32,4.77,41.39,19.29,11.85,10.17,5.07,5.04,5.10,5.02,7.03,4.19
81.93,72.13,7.80,5.09,43.37,19.51,13.52,11.80,5.64,5.20,6.16,5.20,7.44,4.40
84.00,76.53,8.24,5.44,45.17,19.74,15.31,13.58,6.26,5.38,7.33,5.40,7.81,4.64
85.93,80.59,8.66,5.82,46.69,20.01,17.12,15.43,6.91,5.61,8.52,5.64,8.13,4.90
88.01,84.18,9.03,6.24,47.87,20.30,18.88,17.24,7.57,5.90,9.67,5.95,8.40,5.18
89.81,87.19,9.38,6.68,48.69,20.63,20.50,18.94,8.22,6.27,10.72,6.34,8.62,5.48
91.87,89.56,9.70,7.14,49.11,20.99,21.95,20.46,8.84,6.74,11.62,6.84,8.81,5.80
93.79,91.30,10.00,7.64,49.18,21.38,23.16,21.74,9.42,7.32,12.33,7.44,8.96,6.14
95.58,92.45,10.30,8.15,48.91,21.81,24.13,22.78,9.95,7.98,12.83,8.15,9.10,6.50
97.49,93.11,10.61,8.68,48.39,22.27,24.87,23.58,10.44,8.74,13.14,8.95,9.25,6.88
99.14,93.40,10.93,9.22,47.66,22.77,25.40,24.18,10.90,9.56,13.29,9.83,9.40,7.26
101.00,93.46,11.28,9.77,46.82,23.30,25.79,24.64,11.33,10.42,13.31,10.76,9.57,7.66
102.72,93.48,11.66,10.33,45.93,23.85,26.11,25.04,11.75,11.30,13.29,11.73,9.78,8.07
104.33,93.60,12.06,10.90,45.08,24.44,26.44,25.46,12.19,12.18,13.28,12.69,10.02,8.48
106.01,93.97,12.49,11.46,44.31,25.05,26.87,25.99,12.64,13.02,13.35,13.64,10.29,8.90
107.50,94.71,12.95,12.03,43.69,25.69,27.47,26.70,13.14,13.80,13.56,14.54,10.60,9.33
109.12,95.92,13.44,12.59,43.24,26.35,28.30,27.65,13.68,14.51,13.97,15.37,10.94,9.75
110.49,97.63,13.94,13.15,42.98,27.02,29.40,28.87,14.28,15.15,14.59,16.14,11.31,10.18
112.02,99.86,14.46,13.70,42.92,27.72,30.78,30.37,14.94,15.70,15.43,16.82,11.70,10.61
113.46,102.57,14.99,14.25,43.04,28.43,32.43,32.13,15.65,16.19,16.48,17.44,12.11,11.03
114.74,105.68,15.52,14.79,43.33,29.16,34.29,34.10,16.40,16.62,17.70,18.01,12.53,11.46
116.10,109.07,16.05,15.33,43.74,29.90,36.31,36.22,17.19,17.01,19.04,18.53,12.96,11.89
117.26,112.62,16.58,15.86,44.23,30.65,38.42,38.41,17.98,17.39,20.43,19.04,13.38,12.32
118.54,116.16,17.09,16.38,44.75,31.42,40.53,40.56,18.76,17.78,21.80,19.55,13.80,12.74
119.73,119.55,17.57,16.89,45.23,32.19,42.56,42.61,19.51,18.19,23.10,20.09,14.19,13.17
120.79,122.64,18.03,17.40,45.63,32.98,44.42,44.47,20.21,18.65,24.26,20.67,14.56,13.59
121.91,125.31,18.46,17.89,45.90,33.78,46.06,46.07,20.84,19.17,25.23,21.31,14.89,14.01
122.85,127.46,18.85,18.38,45.99,34.59,47.42,47.39,21.40,19.75,26.00,22.01,15.20,14.43
123.89,129.03,19.20,18.85,45.88,35.41,48.49,48.41,21.88,20.39,26.53,22.77,15.46,14.84
124.84,130.02,19.51,19.31,45.56,36.24,49.26,49.15,22.29,21.07,26.86,23.58,15.70,15.25
125.68,130.46,19.79,19.76,45.02,37.08,49.75,49.64,22.64,21.78,27.00,24.44,15.90,15.65
126.56,130.43,20.04,20.19,44.29,37.92,50.02,49.94,22.94,22.50,27.00,25.31,16.07,16.04
127.30,130.02,20.26,20.60,43.39,38.77,50.14,50.13,23.21,23.20,26.92,26.17,16.23,16.43
128.11,129.39,20.46,20.98,42.38,39.62,50.17,50.27,23.46,23.86,26.81,27.00,16.37,16.79
128.84,128.68,20.65,21.34,41.31,40.47,50.21,50.46,23.71,24.45,26.75,27.78,16.51,17.15
129.49,128.05,20.83,21.68,40.25,41.32,50.32,50.74,23.97,24.96,26.77,28.48,16.65,17.49
130.16,127.65,21.00,21.99,39.27,42.17,50.57,51.17,24.24,25.39,26.93,29.09,16.81,17.81
130.72,127.60,21.18,22.26,38.45,43.01,50.99,51.78,24.54,25.71,27.24,29.60,16.98,18.11
131.33,127.99,21.37,22.51,37.84,43.83,51.62,52.56,24.86,25.93,27.70,30.00,17.17,18.40
131.82,128.87,21.56,22.72,37.50,44.65,52.43,53.50,25.19,26.07,28.31,30.31,17.38,18.66
132.36,130.22,21.75,22.91,37.45,45.45,53.41,54.56,25.53,26.13,29.03,30.53,17.61,18.91
132.84,132.02,21.95,23.06,37.71,46.23,54.50,55.69,25.87,26.13,29.82,30.67,17.86,19.13
133.26,134.16,22.16,23.19,38.24,47.00,55.65,56.81,26.18,26.09,30.63,30.76,18.12,19.33
133.69,136.53,22.35,23.28,39.01,47.75,56.77,57.86,26.47,26.04,31.40,30.81,18.39,19.51
134.05,138.96,22.54,23.35,39.95,48.48,57.81,58.78,26.70,25.99,32.08,30.85,18.66,19.68
134.43,141.30,22.70,23.40,40.99,49.19,58.69,59.49,26.87,25.95,32.62,30.89,18.91,19.82
134.78,143.37,22.83,23.42,42.05,49.88,59.35,59.97,26.98,25.95,32.99,30.94,19.14,19.96
135.07,145.05,22.92,23.43,43.04,50.55,59.76,60.19,27.01,25.98,33.18,31.02,19.33,20.07
135.37,146.20,22.96,23.41,43.88,51.20,59.89,60.14,26.97,26.04,33.17,31.12,19.47,20.17
135.62,146.77,22.96,23.38,44.53,51.83,59.73,59.83,26.87,26.13,32.97,31.24,19.57,20.25
135.89,146.73,22.89,23.33,44.93,52.45,59.30,59.32,26.71,26.23,32.61,31.37,19.60,20.32
136.13,146.10,22.78,23.26,45.08,53.05,58.66,58.63,26.51,26.34,32.12,31.50,19.59,20.38
136.33,144.97,22.61,23.18,44.98,53.64,57.84,57.83,26.28,26.42,31.55,31.61,19.53,20.42
136.54,143.45,22.41,23.08,44.68,54.20,56.92,56.98,26.04,26.47,30.94,31.68,19.44,20.45
